"","x"
"16200","That is me to a T"
"16201","That, so easy to dress up or down x"
"16202","THAT Floral Filled Shirt #WIN IT"
"16203","I love THIS knit <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D> #winit"
"16204","This is lovely"
"16205","This!"
"16206","THIS for me<ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"16207","THAT  :)"
"16208","THIS - it's so pretty!"
"16209","This <U+2764>"
"16210","Floral knit <U+2764>"
"16211","Embroidered floral knit #win it"
"16212","THAT <ed><U+00A0><U+00BD><ed><U+00B2><U+0099>"
"16213","This x"
"16214","THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> #WINIT"
"16215","That xx"
"16216","Love THIS KNIT"
"16217","That please x"
"16218","THAT the floral filled shirt xx 
:-D ;-)"
"16219","THAT #WINIT Both gorge though. xx"
"16220","THIS embroidered floral knit x"
"16221","This for me <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"16222","THIS for sure!"
"16223","Shirt is so feminine ? Love it"
"16224","That please <ed><U+00A0><U+00BD><ed><U+00B8><U+0098>"
"16225","Floral shirt <ed><U+00A0><U+00BC><ed><U+00BC><U+00BC><ed><U+00A0><U+00BC><ed><U+00BC><U+00B8><ed><U+00A0><U+00BC><ed><U+00BC><U+00BA>"
"16226","THISdress"
"16227","This <U+2764>"
"16228","THAT <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"16229","That please"
"16230","THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"16231","Both are gorgeous but This jumper is fab for spring <U+2764><U+FE0F>"
"16232","That I like lots of colour and flowers!"
"16233","THIS - absolutely love it! <ed><U+00A0><U+00BC><ed><U+00BC><U+00B8><ed><U+00A0><U+00BC><ed><U+00BC><U+00BC><ed><U+00A0><U+00BC><ed><U+00BC><U+00B7><ed><U+00A0><U+00BC><ed><U+00BC><U+00B9><ed><U+00A0><U+00BC><ed><U+00BC><U+00BA><ed><U+00A0><U+00BC><ed><U+00BC><U+00BB><ed><U+00A0><U+00BD><ed><U+00B2><U+0090>"
"16234","THIS. No...THAT. No...THIS. Tough choice!"
"16235","This! Perfect for transition"
"16236","Both lovely, but I prefer THAT, fingers crossed!"
"16237","That! <U+2764>"
"16238","Love THIS"
"16239","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"16240","THIS is gorgeous #WINIT"
"16241","That!!! 
Love flowery shirts"
"16242","THIS for me!"
"16243","THIS!"
"16244","love both , if had 2 choose , go 4 shirt"
"16245","That floral shirt for me #WINIT"
"16246","Totally that! Love a shirt and that print is gorgeous!"
"16247","""This"" - lovely!"
"16248","THIS!! <U+2764><U+FE0F>"
"16249","This please"
"16250","THIS please <ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"16251","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"16252","<ed><U+00A0><U+00BD><ed><U+00B2><U+0095> THIS"
"16253","THIS embroidered floral knit"
"16254","Very hard choice <ed><U+00A0><U+00BE><ed><U+00B4><U+0094><ed><U+00A0><U+00BE><ed><U+00B4><U+0094> #THIS just pips it though"
"16255","This please. Love it!!!"
"16256","This......AND that!!"
"16257","That and would love it"
"16258","That <U+2764> (but it's a close call!!)"
"16259","THIS - floral know is lovely x"
"16260","Floral filled shirt is the one for me"
"16261","THIS :)"
"16262","This #WINIT"
"16263","THIS floral knit <ed><U+00A0><U+00BC><ed><U+00BC><U+00BB><ed><U+00A0><U+00BC><ed><U+00BC><U+00B7><ed><U+00A0><U+00BC><ed><U+00BC><U+00BC>"
"16264","THAT floral filled shirt. Its delightful."
"16265","This <ed><U+00A0><U+00BD><ed><U+00B8><U+0098>"
"16266","This <U+2764><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B8><U+008D> #winit"
"16267","THIS <U+2764>"
"16268","This <U+2764>"
"16269","That!"
"16270","THIS #WINIT"
"16271","This x"
"16272","THAT!"
"16273","THIS pretty please <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"16274","THIS is so pretty"
"16275","THIS!"
"16276","This!"
"16277","I like ""this"" as looks more stylish"
"16278","This! <ed><U+00A0><U+00BD><ed><U+00B2><U+0081>"
"16279","THAT FLORAL SHIRT XX"
"16280","Love THAT floral filled shirt!"
"16281","Love THAT floral shirt!!"
"16282","That shirt is so pretty"
"16283","My wife would like THIS . Thanks"
"16284","This floral knit is cool!"
"16285","THIS <ed><U+00A0><U+00BC><ed><U+00BC><U+00B8> so cute!"
"16286","THIS <ed><U+00A0><U+00BC><ed><U+00BC><U+00B8><ed><U+00A0><U+00BC><ed><U+00BC><U+00BA><ed><U+00A0><U+00BC><ed><U+00BC><U+00BC>"
"16287","kint please  :)"
"16288","Oh definitely THIS <ed><U+00A0><U+00BC><ed><U+00BD><U+0080>"
"16289","I personally prefer #This x"
"16290","THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> I love this jumper!"
"16291","THAT floral shirt. It's lovely!"
"16292","THAT for me..."
"16293","I adore THIS! So
Pretty! Please let me #winit!"
"16294","THIS embroidered floral knit! Gorgeous!"
"16295","THAT floral blouse."
"16296","That x"
"16297","This  is so pretty"
"16298","That shirt!"
"16299","This x"
"16300","THIS <ed><U+00A0><U+00BC><ed><U+00BC><U+00B8><ed><U+00A0><U+00BC><ed><U+00BC><U+00BA><ed><U+00A0><U+00BC><ed><U+00BC><U+00BC><ed><U+00A0><U+00BC><ed><U+00BC><U+00B7><ed><U+00A0><U+00BD><ed><U+00B2><U+0090><ed><U+00A0><U+00BC><ed><U+00BC><U+00BF> xx"
"16301","That floral filled shirt <ed><U+00A0><U+00BC><ed><U+00BC><U+00B8><ed><U+00A0><U+00BC><ed><U+00BF><U+00B5><ed><U+00A0><U+00BC><ed><U+00BC><U+00BC><U+2698>"
"16302","THIS."
"16303","I love THAT"
"16304","THAT :)"
"16305","#THIS #WINIT LOVE NAVY BLUE X"
"16306","This embroided knit"
"16307","THIS embroidered floral knit <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"16308","Floral knit x"
"16309","That <ed><U+00A0><U+00BD><ed><U+00B2><U+0096>"
"16310","This<ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"16311","That....Gorgeous <U+2764>"
"16312","THAT! <U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F>"
"16313","Floral knit <ed><U+00A0><U+00BC><ed><U+00BC><U+00B9>"
"16314","This floral jumper, great"
"16315","THAT <ed><U+00A0><U+00BE><ed><U+00B4><U+0097><ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BC><ed><U+00BC><U+00B8><ed><U+00A0><U+00BC><ed><U+00BC><U+00B7> so pretty! #WINIT"
"16316","This, gorgeous embroidery :)"
"16317","Love THIS #winit"
"16318","That x"
"16319","That!"
"16320","that floral shirt"
"16321","This <ed><U+00A0><U+00BD><ed><U+00B6><U+0092><ed><U+00A0><U+00BE><ed><U+00B4><U+0093> x"
"16322","Floral-filled shirt is fabulous #win x"
"16323","THIS embroidered knit is my favourite"
"16324","This please <ed><U+00A0><U+00BD><ed><U+00B8><U+008A> #winit #thisorthat"
"16325","I love this!"
"16326","Definitely THIS embroidered floral knit."
"16327","I'd prefer THIS embroidered floral knit please"
"16328","Both haha"
"16329","Embroidered floral knit <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"16330","Love THIS floral knit!"
"16331","This."
"16332","This!"
"16333","THIS pretty please!"
"16334","That please lovely pattern"
"16335","THAT floral filled shirt"
"16336","THIS #winit roll on spring!"
"16337","I love the knit!"
"16338","This embroidered knit"
"16339","This is lovely"
"16340","Ooh THAT!  Lovely blouse ! #WINIT"
"16341","Love THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>#WINIT"
"16342","I love THIS embroidered floral knit! <U+2764><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>"
"16343","THAT... beautiful for the spring  <ed><U+00A0><U+00BC><ed><U+00BC><U+00BA><ed><U+00A0><U+00BC><ed><U+00BC><U+00BA><ed><U+00A0><U+00BC><ed><U+00BC><U+00BA>"
"16344","This please <U+263A><U+FE0F> lovely"
"16345","THAT its just lovely x"
"16346","THIS embroidered knit, love it!"
"16347","This! Love it!"
"16348","I would love to win THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"16349","Love THIS floral knit! #WINIT"
"16350","That is lovely!"
"16351","Love the flora :)"
"16352","This please"
"16353","This knit <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed><U+00B2><U+009B><ed><U+00A0><U+00BC><ed><U+00BC><U+00BC><ed><U+00A0><U+00BC><ed><U+00BC><U+00B8><ed><U+00A0><U+00BC><ed><U+00BC><U+00BC><ed><U+00A0><U+00BC><ed><U+00BC><U+00B8>"
"16354","That #winit"
"16355","That!"
"16356","love THAT <3"
"16357","Embroided floral knit jumper... its fab #win"
"16358","THIS <ed><U+00A0><U+00BD><ed><U+00B2><U+0097><ed><U+00A0><U+00BD><ed><U+00B2><U+0097><ed><U+00A0><U+00BD><ed><U+00B2><U+0097>"
"16359","That floral shirt <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BC><ed><U+00BC><U+00BA>"
"16360","That shirt"
"16361","""This"" <U+2764><U+2764>"
"16362","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"16363","This <ed><U+00A0><U+00BC><ed><U+00BC><U+00BA> xx"
"16364","Embroidery floral knit dress it up or casual <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>"
"16365","The floral knit!"
"16366","THIS for me"
"16367","That please :-)"
"16368","THIS :)"
"16369","THAT ! Gorgeous for work or play."
"16370","Love THAT floral-frilled shirt <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"16371","This #winit"
"16372","THIS floral knit <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> yes please!"
"16373","THAT floral shirt <ed><U+00A0><U+00BD><ed><U+00B2><U+009C>"
"16374","That!! <ed><U+00A0><U+00BD><ed><U+00B2><U+009E>"
"16375","The jumper love it <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"16376","THAT please"
"16377","Embroidered knit!"
"16378","Knit!!!"
"16379","That <U+2764><U+FE0F>"
"16380","This <U+2764>"
"16381","The floral knit"
"16382","That, so beautiful"
"16383","This! <ed><U+00A0><U+00BD><ed><U+00B2><U+009B>"
"16384","THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>#WINIT #Oasisfashion"
"16385","THIS is stunning!"
"16386","That floral shirt #WINIT"
"16387","This :)"
"16388","This knit. Shirts hate me."
"16389","THIS for me please"
"16390","The pretty floral shirt please #WINIT"
"16391","THIS knit <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB> #WINIT"
"16392","THAT #WINIT"
"16393","THAT floral-filled shirt"
"16394","Both lovely but that shirt for me."
"16395","THAT *perfect for spring! <ed><U+00A0><U+00BC><ed><U+00BC><U+00B7>"
"16396","shirt"
"16397","THIS - pretty!"
"16398","Embroidered Floral knit <U+2764><U+FE0F><U+2764><U+FE0F>"
"16399","That <ed><U+00A0><U+00BD><ed><U+00B8><U+0083>"
"16400","That <ed><U+00A0><U+00BC><ed><U+00BC><U+00BB><ed><U+00A0><U+00BC><ed><U+00BC><U+00B7><ed><U+00A0><U+00BC><ed><U+00BC><U+00B9>"
"16401","That <ed><U+00A0><U+00BC><ed><U+00BC><U+00BA>"
"16402","That. Very pretty."
"16403","It's a hard choice but I love THIS embroidered knit <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"16404","THIS embroidered floral knit <U+2764><U+FE0F>"
"16405","THIS floral knit is gorgeous #WINIT"
"16406","This for my birthday please <U+2728><ed><U+00A0><U+00BD><ed><U+00B2><U+0095><ed><U+00A0><U+00BC><ed><U+00BE><U+0081>"
"16407","THIS definitely x Win It!!"
"16408","Love both. But this if I am pushed"
"16409","That shirt!"
"16410","Love THIS xx"
"16411","THIS please"
"16412","That! <ed><U+00A0><U+00BD><ed><U+00B2><U+008B><ed><U+00A0><U+00BC><ed><U+00BC><U+00B7><ed><U+00A0><U+00BC><ed><U+00BC><U+00B8>"
"16413","That shirt is fabulous"
"16414","Loving THAT <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"16415","Love the knit!"
"16416","That floral shirt <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"16417","This x"
"16418","That!"
"16419","THIS is <ed><U+00A0><U+00BD><ed><U+00B1><U+008C>... x"
"16420","THIS! <U+2764><U+FE0F>"
"16421","This please x"
"16422","This or that both lush"
"16423","This!!! xxxx"
"16424","that please!"
"16425","THAT definetly x"
"16426","This!! <ed><U+00A0><U+00BD><ed><U+00B2><U+009D>"
"16427","I love THAT Shirt!! <U+2764><U+2764> #WINIT"
"16428","THAT Floral shirt #WINIT"
"16429","That love the shirt"
"16430","That for me <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"16431","That it's so pretty<ed><U+00A0><U+00BD><ed><U+00B2><U+009E>"
"16432","Love THAT <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><U+2764><ed><U+00A0><U+00BD><ed><U+00B8><U+0099>"
"16433","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"16434","both nice"
"16435","THIS <U+2764>"
"16436","This <ed><U+00A0><U+00BD><ed><U+00B9><U+0082>"
"16437","This is gorge"
"16438","This <ed><U+00A0><U+00BD><ed><U+00B2><U+008B>"
"16439","Embroidered floral knit <U+2764><U+FE0F>!"
"16440","That <U+2764>"
"16441","That <U+2764><U+2764>"
"16442","This, please. The knit is so unusual."
"16443","This or that! Either #WINIT"
"16444","Love THIS lovely embroidered knit"
"16445","THAT floral-filled Shirt please!<ed><U+00A0><U+00BC><ed><U+00BC><U+00B8><ed><U+00A0><U+00BC><ed><U+00BC><U+00BA><ed><U+00A0><U+00BD><ed><U+00B8><U+008A> #WINIT"
"16446","The floral knit is lovely. Yes please"
"16447","THIS #WINIT"
"16448","That #winit"
"16449","THAT floral-filled shirt"
"16450","This please <ed><U+00A0><U+00BD><ed><U+00B2><U+0096><ed><U+00A0><U+00BD><ed><U+00B2><U+0096>"
"16451","This floral knit <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"16452","THIS x"
"16453","This - gorgeous jumper :)"
"16454","THAT!! #winit"
"16455","This!"
"16456","THIS!"
"16457","This! X"
"16458","THIS!!!"
"16459","THIS please!!!"
"16460","Embroidered floral knit"
"16461","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"16462","THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"16463","THAT <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"16464","THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"16465","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"16466","This <ed><U+00A0><U+00BC><ed><U+00BC><U+00B9><U+2698><ed><U+00A0><U+00BC><ed><U+00BC><U+00BA><ed><U+00A0><U+00BC><ed><U+00BC><U+00BB>"
"16467","THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"16468","floral skirt looks fab!"
"16469","This....Love the embroidery!  <U+263A>"
"16470","That! Love it x"
"16471","That is more my style"
"16472","THIS  floral knit! Love it! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"16473","I love this! X"
"16474","THAT! I love the floral shirt! #WINIT"
"16475","THIS floral knit #WIN"
"16476","THIS"
"16477","THAT! A lovely summery shirt. #WINIT"
"16478","THAT"
"16479","THIS - so pretty and versatile"
"16480","That <U+2661>"
"16481","THIS is lush xx"
"16482","That floral shirt <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"16483","THAT beautiful shirt :-)"
"16484","This x"
"16485","THAT floral frilled shirt x"
"16486","That! Gorgeous x"
"16487","THAT floral shirt <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"16488","This floral knit <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> #winit"
"16489","I love THIS floral knit - so so pretty! <3 #WINIT x"
"16490","Embroidered floral knit <ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>"
"16491","THAT <ed><U+00A0><U+00BD><ed><U+00B1><U+008D>"
"16492","That <U+2764>"
"16493","That <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"16494","This <U+2764>"
"16495","Both x"
"16496","<U+2764> THIS #WINIT"
"16497","THIS 100% <U+2764><ed><U+00A0><U+00BC><ed><U+00BC><U+00B9> #winit"
"16498","That <ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>"
"16499","THIS <U+2764><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><U+261D><U+FE0F>"
"16500","#WINIT 'That' x"
"16501","THIS floral knit is gorgeous!"
"16502","THIS is gorgeous!!!"
"16503","THIS."
"16504","That floral shirt!"
"16505","This!!!"
"16506","This!"
"16507","This please! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"16508","THIS!"
"16509","This!"
"16510","That! <3"
"16511","That - Love the design"
"16512","This please x"
"16513","THAT THAT THAT. Ready for spring <ed><U+00A0><U+00BC><ed><U+00BC><U+00B8><ed><U+00A0><U+00BC><ed><U+00BC><U+00BC> #oasisfashion"
"16514","This"
"16515","That please"
"16516","This... is fabbb #WINIT"
"16517","That x"
"16518","I <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>both! #WINIT"
"16519","<U+2764><U+FE0F> this!"
"16520","THIS please"
"16521","THAT #WINIT <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>"
"16522","This xx"
"16523","That x"
"16524","That floral shirt! <U+2764><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"16525","This x"
"16526","This floral knit <ed><U+00A0><U+00BD><ed><U+00B1><U+008C> <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"16527","That please <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"16528","This"
"16529","This embroidered floral knit :-)"
"16530","THIS a lovely spring jumper"
"16531","This would be great win"
"16532","THIS"
"16533","Love ""That ""<U+2764><U+FE0F>"
"16534","This <ed><U+00A0><U+00BC><ed><U+00BC><U+00BA><ed><U+00A0><U+00BC><ed><U+00BC><U+00B8><ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"16535","Love the shirt"
"16536","This <ed><U+00A0><U+00BC><ed><U+00BC><U+00BA><ed><U+00A0><U+00BC><ed><U+00BC><U+00BA>"
"16537","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B9><U+008C>"
"16538","That <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"16539","<U+2764> this <U+2764><U+2764>"
"16540","That! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><U+2764>"
"16541","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>
Liked and shared <U+2705>"
"16542","THAT"
"16543","This please ..<ed><U+00A0><U+00BC><ed><U+00BC><U+00B9>"
"16544","That lovely fresh shirt ,"
"16545","THIS embroidered floral knit"
"16546","This please! Come on make my day <ed><U+00A0><U+00BD><ed><U+00B8><U+008A> x"
"16547","This lovely jumper."
"16548","THIS.. the jumper is lovely"
"16549","That is lovely. <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"16550","This r that they're both fab <U+2764><U+FE0F>"
"16551","I prefer THIS."
"16552","Love this! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"16553","This!"
"16554","That pretty please!!! X"
"16555","This!"
"16556","This!"
"16557","That PLEASE! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"16558","Definitely the shirt for me"
"16559","That floral shirt #WINIT"
"16560","That for me please xx"
"16561","THIS embroidered floral knit please <U+2764>
Alison Burns"
"16562","that"
"16563","THIS definitely! Love it!! <U+2764>"
"16564","Would love to win This <ed><U+00A0><U+00BD><ed><U+00B8><U+0084>"
"16565","That looks perfect for Spring"
"16566","This!!!! <U+2764>"
"16567","THIS #WINIT"
"16568","This please"
"16569","I love This"
"16570","THAT!"
"16571","THAT please!!"
"16572","THIS floral knit <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"16573","THIS #WIN IT"
"16574","That please <ed><U+00A0><U+00BC><ed><U+00BC><U+00BA>"
"16575","That #WINIT  <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"16576","That <ed><U+00A0><U+00BD><ed><U+00B8><U+008E>"
"16577","THIS floral knit #WINIT <U+2665>"
"16578","THIS <ed><U+00A0><U+00BC><ed><U+00BC><U+00B8><ed><U+00A0><U+00BD><ed><U+00B2><U+0095><ed><U+00A0><U+00BC><ed><U+00BC><U+00B8><ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"16579","THAT please Great prize liked and shared"
"16580","I just adore THAT  floral shirt! <3 #WIN"
"16581","THIS"
"16582","That shirt xx"
"16583","Defo This!!!!"
"16584","Definitely THAT floral shirt <ed><U+00A0><U+00BC><ed><U+00BC><U+00B8> #WINIT"
"16585","THAT is absolutely gorgeous <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"16586","the floral knit is divine"
"16587","THAT floral shirt, its so lovely x"
"16588","That. Love it <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"16589","This please <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"16590","Love THAT"
"16591","THAT floral-filled shirt."
"16592","THIS."
"16593","This #itisallinthedetails 
<ed><U+00A0><U+00BC><ed><U+00BC><U+00BA><ed><U+00A0><U+00BC><ed><U+00BD><U+0083><ed><U+00A0><U+00BC><ed><U+00BC><U+00BC><ed><U+00A0><U+00BC><ed><U+00BD><U+0083><ed><U+00A0><U+00BC><ed><U+00BC><U+00B8>"
"16594","That please! <ed><U+00A0><U+00BD><ed><U+00B8><U+0080> x"
"16595","That floral filled shirt! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D> xxx"
"16596","That shirt :)"
"16597","THIS is lovely"
"16598","THAT please!"
"16599","THIS floral knit x"
"16600","This please xx"
"16601","THAT!! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>#WINIT"
"16602","THAT floral shirt please!"
"16603","That"
"16604","Love THAT Floral Filled Shirt"
"16605","THIS <3 <3 <3"
"16606","Embroidered floral knit is pretty <ed><U+00A0><U+00BC><ed><U+00BC><U+00BB><ed><U+00A0><U+00BC><ed><U+00BC><U+00BC><ed><U+00A0><U+00BC><ed><U+00BC><U+00B8><ed><U+00A0><U+00BC><ed><U+00BC><U+00BF>"
"16607","THAT"
"16608","THIS ........please <U+2764><U+FE0F><U+FE0F>

Thanks for the chance xxx"
"16609","that"
"16610","Love This #winit <ed><U+00A0><U+00BD><ed><U+00B8><U+0086>"
"16611","This#WinIt#<ed><U+00A0><U+00BD><ed><U+00B8><U+0089>"
"16612","That is gorgeous<ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"16613","This #winit"
"16614","THAT!"
"16615","THAT!!"
"16616","THIS please <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> xx"
"16617","THIS <ed><U+00A0><U+00BD><ed><U+00B2><U+0099> #WINIT"
"16618","Love THIS xxx"
"16619","THIS this time."
"16620","THIS #WINIT"
"16621","That shirt!"
"16622","That!"
"16623","This <U+263A> WINIT"
"16624","That floral shirt <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"16625","THAT<ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"16626","Floral filled shirt is gorgeous"
"16627","This <ed><U+00A0><U+00BC><ed><U+00BC><U+00BC><ed><U+00A0><U+00BC><ed><U+00BC><U+00BA><ed><U+00A0><U+00BC><ed><U+00BC><U+00B8>"
"16628","This <U+2764><ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"16629","Floral knit <3"
"16630","this   <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"16631","This <U+2764><U+2764><U+2764>"
"16632","THIS <ed><U+00A0><U+00BD><ed><U+00B2><U+0090>"
"16633","That <ed><U+00A0><U+00BC><ed><U+00BC><U+00BA><ed><U+00A0><U+00BC><ed><U+00BC><U+00B8><ed><U+00A0><U+00BD><ed><U+00B2><U+0090>"
"16634","THAT"
"16635","This"
"16636","THIS"
"16637","This"
"16638","This gorgeous <ed><U+00A0><U+00BD><ed><U+00B2><U+0090>"
"16639","That"
"16640","This"
"16641","This.....the embroidered floral knit x"
"16642","THIS Floral Knit"
"16643","THIS"
"16644","That"
"16645","That wonderful shirt love the floral pattern"
"16646","This  thanks :)"
"16647","THAT"
"16648","This"
"16649","This"
"16650","That"
"16651","THAT"
"16652","This !"
"16653","This"
"16654","THIS"
"16655","That"
"16656","THIS<U+2764><U+FE0F>"
"16657","This"
"16658","THAT <3"
"16659","THAT"
"16660","Love the floral shirt.fab"
"16661","This knit please xx"
"16662","This Love it liked shared thanks for the chance xx"
"16663","That"
"16664","This"
"16665","THIS"
"16666","That"
"16667","THIS THIS THISSSS"
"16668","That"
"16669","That"
"16670","This"
"16671","This <3"
"16672","THIS"
"16673","THAT"
"16674","This"
"16675","THAT #perfectforspring"
"16676","THIS"
"16677","This"
"16678","This love it stunning love the jumper"
"16679","THIS"
"16680","THIS embroidered floral knit."
"16681","THAT"
"16682","THAT"
"16683","Difficult choice... but THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"16684","THAT shirt please! Gorgeous! xx"
"16685","That"
"16686","This"
"16687","THIS"
"16688","this"
"16689","THIS"
"16690","THIS"
"16691","Floral shirt for my wife."
"16692","THIS #WINIT"
"16693","That x"
"16694","THIS looks so comfortable and stylish"
"16695","THIS"
"16696","That!"
"16697","THAT <U+2665>"
"16698","This"
"16699","This floral knit"
"16700","THIS <3"
"16701","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"16702","THIS. great for a cooler day"
"16703","This"
"16704","THAT"
