"","x"
"16407","The sparkly top looks great!"
"16408","That :)"
"16409","This."
"16410","That"
"16411","#winit definitely that . Sparkles for Xmas !!! X"
"16412","This"
"16413","That"
"16414","That"
"16415","THAT"
"16416","This"
"16417","That"
"16418","THAT  - You Have To Sparkle At Christmas xx"
"16419","THAT have to sparkle at Christmas x"
"16420","THAT sparkle please #WINIT"
"16421","That"
"16422","That looks comfy yet fabulous"
"16423","That"
"16424","That"
"16425","SPARKLE all the way!"
"16426","That #winit please"
"16427","Love this <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"16428","That!"
"16429","#that love a bit of sparkle!"
"16430","That outfit <ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>"
"16431","THAT!"
"16432","That!"
"16433","THIS"
"16434","This"
"16435","That please <ed><U+00A0><U+00BD><ed><U+00B1><U+008D>"
"16436","That <U+2764><U+2764>"
"16437","That sparkle!"
"16438","That<U+263A>"
"16439","Sparkle."
"16440","That please"
"16441","THAT"
"16442","That"
"16443","That"
"16444","That!"
"16445","This for sure #winit  please <ed><U+00A0><U+00BD><ed><U+00B2><U+0095><U+2728><ed><U+00A0><U+00BD><ed><U+00B8><U+0080><ed><U+00A0><U+00BC><ed><U+00BC><U+009F>"
"16446","This :)"
"16447","THAT"
"16448","This =)"
"16449","That please!!!!!!"
"16450","That <ed><U+00A0><U+00BD><ed><U+00B2><U+0097>"
"16451","That. Sparkle every time"
"16452","THAT sparkle please x"
"16453","THAT! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"16454","That"
"16455","That"
"16456","That"
"16457","That! #winit"
"16458","That #WINIT"
"16459","This"
"16460","#WINIT THAT"
"16461","That"
"16462","Absolutely love THAT sparkle"
"16463","THAT"
"16464","That"
"16465","That"
"16466","That"
"16467","I prefer THAT"
"16468","that"
"16469","This"
"16470","THAT! I Looove Oasis clothes."
"16471","THAT"
"16472","That"
"16473","That"
"16474","THAT"
"16475","That"
"16476","This #WINIT gorgeous! <U+2764><U+2764><U+2764>"
"16477","That that that"
"16478","This"
"16479","That"
"16480","That please - my wish list <U+2705><ed><U+00A0><U+00BD><ed><U+00B2><U+009C><ed><U+00A0><U+00BD><ed><U+00B2><U+0096><ed><U+00A0><U+00BD><ed><U+00B2><U+009D>"
"16481","THIS"
"16482","THAT"
"16483","That"
"16484","That"
"16485","THAT..........gorgeous x"
"16486","This"
"16487","THAT"
"16488","That"
"16489","Love that"
"16490","This"
"16491","That"
"16492","That"
"16493","THIS"
"16494","that"
"16495","That is my style"
"16496","THAT please"
"16497","That"
"16498","that"
"16499","That"
"16500","that"
"16501","That"
"16502","This"
"16503","THAT :)"
"16504","That"
"16505","Sparkle <U+2764><U+FE0F>"
"16506","#that #winit"
"16507","Sparkle all the way. #WINIT"
"16508","This"
"16509","THAT"
"16510","THIS"
"16511","Sparkle definitely! Xx"
"16512","Both gorgeous but would have to be THAT <ed><U+00A0><U+00BC><ed><U+00BE><U+0084><ed><U+00A0><U+00BC><ed><U+00BE><U+0084><ed><U+00A0><U+00BC><ed><U+00BE><U+0084>"
"16513","That"
"16514","That"
"16515","THAT"
"16516","This"
"16517","THAT"
"16518","THAT"
"16519","That"
"16520","THAT"
"16521","That. Love a bit of sparkle."
"16522","That"
"16523","THAT"
"16524","This!!!!!!"
"16525","That"
"16526","That"
"16527","That sparkle #winit"
"16528","This"
"16529","THAT <U+2764><U+FE0F><U+FE0F>"
"16530","THAT"
"16531","That"
"16532","That"
"16533","This"
"16534","This"
"16535","That"
"16536","THIS"
"16537","This"
"16538","THAT"
"16539","Sparkle please x"
"16540","That"
"16541","That"
"16542","THAT"
"16543","That"
"16544","That"
"16545","This"
"16546","That"
"16547","That"
"16548","This"
"16549","That"
"16550","that"
"16551","This"
"16552","That"
"16553","THAT x"
"16554","That"
"16555","That"
"16556","THAT"
"16557","That please"
"16558","Sparkle."
"16559","That"
"16560","That"
"16561","THIS!"
"16562","THAT please"
"16563","That"
"16564","I second that Amaka Chigbue #ThatSparkle <U+2728>"
"16565","I live That  thanks for the chance merry Christmas <ed><U+00A0><U+00BC><ed><U+00BE><U+0081><ed><U+00A0><U+00BC><ed><U+00BE><U+0084>"
"16566","That <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"16567","That"
"16568","THAT"
"16569","This"
"16570","THAT"
"16571","That"
"16572","This"
"16573","that! <3"
"16574","thaaaaaat!"
"16575","Would love to #WINIT  THAT love the sparkle :)"
"16576","THAT"
"16577","That"
"16578","That"
"16579","That"
"16580","That!!"
"16581","THAT"
"16582","This"
"16583","Definitely that"
"16584","This"
"16585","That"
"16586","That"
"16587","That"
"16588","This"
"16589","THAT"
"16590","That"
"16591","That"
"16592","THAT"
"16593","That"
"16594","That #WINIT"
"16595","this"
"16596","This #winit"
"16597","THAT #WINIT"
"16598","That <ed><U+00A0><U+00BC><ed><U+00BE><U+0084><ed><U+00A0><U+00BC><ed><U+00BE><U+0085><ed><U+00A0><U+00BC><ed><U+00BE><U+0084><ed><U+00A0><U+00BC><ed><U+00BE><U+0085>"
"16599","That"
"16600","That"
"16601","That plz x"
"16602","both!"
"16603","THAT"
"16604","THAT"
"16605","this but that is more me.....#winit"
"16606","THIS"
"16607","That"
"16608","That"
"16609","This is beautiful! I love the bow detailing!"
"16610","Love the This outfit, really stunning!"
"16611","THAT! So lovely! Merry Christmas :) #WINIT x"
"16612","I love THIS top, absolutely gorgeous xx"
"16613","That! Would be a lovely Christmas tree."
"16614","THAT sparkly top is gorgeous and perfect for Christmas and new year <U+2764>"
"16615","That <ed><U+00A0><U+00BC><ed><U+00BE><U+0084><U+2603><ed><U+00A0><U+00BC><ed><U+00BE><U+0081> would be perfect"
"16616","That! Christmas is all about the sparkle!"
"16617","That sparkle everytime for me. Sequins are not just for Christmas <U+2764>"
"16618","THIS! So cute :)"
"16619","This. Love the top"
"16620","THIS satin! It's stunning!"
"16621","That. Love it"
"16622","that is stunning perfect for christmas"
"16623","Sparkle all the way! Definitely That <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>#WINIT"
"16624","THAT sparkle. Understated glam - love it <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> #winit"
"16625","That sparkle all the way #winit"
"16626","Most definitely that......<U+2764><U+FE0F>"
"16627","That sparkly outfit!"
"16628","That sparkly top"
"16629","Love THIS satin bow top. Beautiful #WINIT"
"16630","I adore 'That' sparkle top <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>  #WINIT"
"16631","This definitely<ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"16632","THAT love a bit of sparkle xxx"
"16633","That! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> #WINIT"
"16634","That #WINIT <ed><U+00A0><U+00BC><ed><U+00BE><U+0084><ed><U+00A0><U+00BC><ed><U+00BE><U+0089><U+2764><U+FE0F>"
"16635","This #winit"
"16636","That!"
"16637","I like that <ed><U+00A0><U+00BD><ed><U+00B8><U+009C><ed><U+00A0><U+00BD><ed><U+00B8><U+008B>"
"16638","Satin100%"
"16639","THIS satin please <3"
"16640","Sparkle! #WINIT"
"16641","Liking ""that"" ......"
"16642","SPARKLE!!!"
"16643","THAT Sparkle #WINIT"
"16644","That"
"16645","That"
"16646","that"
"16647","That"
"16648","That"
"16649","This"
"16650","THAT love a bit of sparkle <ed><U+00A0><U+00BC><ed><U+00BE><U+0084>"
"16651","That #sparkle cc Onyeka Onyekwelu"
"16652","THAT would be great for the holiday parties x #winit"
"16653","That would be fantastic.
Fingers crossed   x
Helen Creighton Porter
Tracey S Anderson"
"16654","THAT Noelle Burke"
"16655","This :) 
Kalie-Dee Jones"
"16656","This"
"16657","Sparkle top"
"16658","THIS"
"16659","THIS its perfect for so many amazing occasions"
"16660","I've had to zoom in and have a good look at the picture as they are both lovely but my favourite is THAT please, it would be awesome to
#Winit <ed><U+00A0><U+00BD><ed><U+00B1><U+00A0><U+2764><U+FE0F><ed><U+00A0><U+00BC><ed><U+00BD><U+0080>"
"16661","That.. Wow What a fantastic thing to do! I have liked and shared fingers crossed, thanks ever so much for the chance <ed><U+00A0><U+00BC><ed><U+00BD><U+0080><ed><U+00A0><U+00BC><ed><U+00BC><U+0088> merry xmas <U+26C4> <U+26C4>"
"16662","Absolutely adore THAT lace jumpsuit! Love lace and jumpsuits are my go to outfit coz I can't wear tight dresses! <ed><U+00A0><U+00BD><ed><U+00B8><U+0081> Would be fab for New Years! #winit <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B1><U+0097><ed><U+00A0><U+00BC><ed><U+00BD><U+00B8>"
"16663","Love both, but on me, This would be AMAZING as an outfit for me to wear Post baby <ed><U+00A0><U+00BD><ed><U+00B1><U+00B6><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC> (3days old) <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BC><ed><U+00BE><U+0084><ed><U+00A0><U+00BC><ed><U+00BE><U+0085><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC> #winit"
"16664","THAT lovely lace jumpsuit

<U+2764><U+FE0F> this ~~ thanks for the lovely chance 

It would be fantastic to wear this on my birthday on the 22nd December <ed><U+00A0><U+00BC><ed><U+00BE><U+0089><ed><U+00A0><U+00BC><ed><U+00BD><U+00BE>"
"16665","Absolutely love This <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>
Would be great for our Christmas Party! <ed><U+00A0><U+00BC><ed><U+00BE><U+0084><ed><U+00A0><U+00BC><ed><U+00BD><U+00B8><ed><U+00A0><U+00BC><ed><U+00BE><U+0089>

Thank you for running such a generous giveaway! <U+263A>

Liked & Shared <U+2714>

Merry Christmas!
<U+2603><U+2744><U+2603><U+2744><U+2603>"
"16666","Would love the lace jumpsuit, I've never worn one before as I'm petite but the slightly cropped leg on this means it might fit me <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #winit"
"16667","Love them both but I would go with That I love the Lace <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>. However the Jacket with this is  lovely and would look lovely over the top of the Lace one as well <ed><U+00A0><U+00BD><ed><U+00B8><U+0080>"
"16668","This Please Liked and shared would love to win this great prize in time for Christmas ty for the chance happy xmas one and all"
"16669","#winit I would love to #win that the jumpsuit pretty please. My finger's are crossed to #win that. It would brighten up my day completely if i #won that beautiful jumpsuit give away. <ed><U+00A0><U+00BD><ed><U+00B2><U+0095><U+263A>xx"
"16670","#WINIT
I'd lovetowinthis sparkling showstopper so that I can wear it throughout the festivities and feel so classy and smart <U+2764><U+FE0F><U+2764><U+FE0F>"
"16671","THAT lovely lace jumpsuit!!

It's gorgeous! Thanks for the chance to win it! Liked and shared xx"
"16672","This please so elegant and stylish.Liked and shared thanks"
"16673","That lovely jumpsuit Liked and shared happy Christmas <ed><U+00A0><U+00BC><ed><U+00BE><U+0084> I ho-hope I win <ed><U+00A0><U+00BC><ed><U+00BE><U+0085><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BC><ed><U+00BE><U+0084><ed><U+00A0><U+00BC><ed><U+00BE><U+0085><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BC><ed><U+00BE><U+0084><ed><U+00A0><U+00BC><ed><U+00BE><U+0085><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BC><ed><U+00BE><U+0084><ed><U+00A0><U+00BC><ed><U+00BE><U+0085><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BC><ed><U+00BE><U+0084>"
"16674","THIS .......please.

It's gorgeous <ed><U+00A0><U+00BD><ed><U+00B2><U+0095><ed><U+00A0><U+00BD><ed><U+00B2><U+0095><ed><U+00A0><U+00BD><ed><U+00B2><U+0095> Thanks for the chance xxx"
"16675","This 
Wow! What a fab competition! Fingers crossed!liked and shared. #WINIT"
"16676","I'd like to win THAT lovely lace jumpsuit for my daughter who doesn't do dresses <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"16677","- That - Jumpsuit <ed><U+00A0><U+00BD><ed><U+00B8><U+0083> Very much my style! Thanks for the opportunity Oasis! #winit"
"16678","THAT please xx
Liked and shared this fab giveaway! <ed><U+00A0><U+00BD><ed><U+00B8><U+008A><ed><U+00A0><U+00BD><ed><U+00B8><U+0098> thanks for the chance xx"
"16679","<3 that xx never had a jumpsuit but they look so comfortable x"
"16680","I love ""THIS"" new year would be sorted <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>liked and shared thank you and merry Christmas <ed><U+00A0><U+00BC><ed><U+00BE><U+0084><ed><U+00A0><U+00BC><ed><U+00BE><U+0084><ed><U+00A0><U+00BC><ed><U+00BE><U+0084>"
"16681","THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> Truly a showstopper & would love to welcome in the New Year in it feeling Sassy!!! <ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>"
"16682","Love this :) 
Looks amazing - What a great prize - I would love to win -hoping im lucky enough -fingers crossed - loved, liked and shared :)"
"16683","This! 

Modern sexy and glam! The perfect combination the perfect outfit!
Thank you
Liked and shared <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"16684","I would abs love THIS sparkling showstopper its gorgeous #WINIT"
"16685","THIS sparkling showstopper is stunning. Exactly what I love to wear."
"16686","i love both of them ... but for me i think would be better ' that ' :)"
"16687","I would love to win THAT, although they are both lovely. Thanks for the chance :)"
"16688","Love them both, but THIS sparkling showstopper has to be my favourite! Liked and shared. Good luck everyone <ed><U+00A0><U+00BC><ed><U+00BD><U+0080><ed><U+00A0><U+00BD><ed><U+00B2><U+0096><U+263A><U+FE0F>"
"16689","THIS is absolutely stunning and more my style! #WINIT fingers crossed <U+2764><U+FE0F> <U+2764><U+FE0F> <U+2764><U+FE0F>"
"16690","Oooh this sparkly show stopper for sure! A dash of Christmas glam! X"
"16691","Both lovely but my choice would be THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>#WIN"
"16692","THIS please love it so stylish both nice but def THIS #WINIT <U+2764><U+FE0F>"
"16693","BOTH ..then the Jacket could go over the jump suit if more suitable for the occassion winner both ways ;-)"
"16694","#WINIT  This. It fabulous be lovely for going to dinner New Yrs with my little boy Parents and my sister's and brother <ed><U+00A0><U+00BD><ed><U+00B8><U+008A><ed><U+00A0><U+00BD><ed><U+00B8><U+0086><ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"16695","That! Love both actually and would love to win either! Xx<ed><U+00A0><U+00BD><ed><U+00B2><U+0099><ed><U+00A0><U+00BD><ed><U+00B2><U+0099>"
"16696","both gorgeous!! would go for the one on the right :) #WINIT"
"16697","#winit love That lace jumpsuit! So perfect for me for my Xmas party! I am going to!yes please!"
"16698","THAT is the perfect new years eve outfit! Press thumb and #winit <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"16699","THIS looks amazing xx thanks for the chance <ed><U+00A0><U+00BD><ed><U+00B2><U+009C> Merry Christmas"
"16700","Im in to win hopefully.Would love the jumpsuit"
"16701","THIS sparkling showstopper #WINIT is a definite show stopper. <3 IT."
"16702","THAT lovely lace jumpsuit is stunning.  Keeping everything crossed! #WINIT"
"16703","I love THAT lovely lace jumpsuit - it is stunning! Liked & shared! Fingers crossed! xxxxx #WINIT"
"16704","That is fabulous both stunning. Would be happy either way #winit"
"16705","THAT lace jumpsuit. Wow, best jumpsuit I've seen. Look at that lace detaling. Oh so beautiful!!"
"16706","I love THAT lace jumpsuit <U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F> Tried to buy online (Ireland) but sold out in my size. To #WINIT would be fab xx"
"16707","#winit I would love to win the jump suit please my fingers are crossed liked and shared Gordon Moody xx"
"16708","This !! Would look lovely for New Year's evening! Fingers crossed #WINIT"
"16709","This.... It's fabulous!. Liked this page and post and shared x"
"16710","Any of them would be lovely. Could do with something nice to wear and this would be the perfect excuse <ed><U+00A0><U+00BD><ed><U+00B8><U+008C><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B2><U+0099>"
"16711","Hardest decision ever...love them both! 'This' just ahead for me though I think <ed><U+00A0><U+00BD><ed><U+00B2><U+0096><ed><U+00A0><U+00BD><ed><U+00B2><U+0096><ed><U+00A0><U+00BD><ed><U+00B2><U+0096><ed><U+00A0><U+00BC><ed><U+00BD><U+0080> <ed><U+00A0><U+00BD><ed><U+00B2><U+0096> <ed><U+00A0><U+00BD><ed><U+00B2><U+0096> <ed><U+00A0><U+00BD><ed><U+00B2><U+0096>"
"16712","#WINIT THAT lace jumpsuit is stunning! xx liked and shared xx good luck everyone xx <ed><U+00A0><U+00BC><ed><U+00BE><U+0085><U+26C4><U+2744><U+26C4><ed><U+00A0><U+00BC><ed><U+00BE><U+0085>"
"16713","That lovely jumpsuit is beautiful,  fingers crossed <ed><U+00A0><U+00BC><ed><U+00BE><U+0084>#Winit"
"16714","Lace Jumpsuit is right up my street. #WINIT #WANTIt! <ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>"
"16715","Was a tough choice I'm going to go with this the. Black outfit on the left !"
"16716","Love, love, love the lace jumpsuit I would love to #WINIT pleeessssse xxxxx"
"16717","THAT love a bit of lace and the jumpsuit is classy and gorgeous would love to #winit"
"16718","Well the one on the left 30% off too £35 pounds bargain - just ordered thank you for bringing this to my attention :-)"
"16719","THAT, would love to win! I love lace! Fingers crossed <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> x"
"16720","How can I choose?! THIS showstopper... who doesn't love a bit of sparkle at Christmas?! <U+2764><U+FE0F> #WINIT"
"16721","Love THAT lace jumpsuit! Gorgeous, glam and classy. I would love this for my anniversary night out on NYE <ed><U+00A0><U+00BC><ed><U+00BD><U+00BE><ed><U+00A0><U+00BC><ed><U+00BD><U+00BE><ed><U+00A0><U+00BD><ed><U+00BB><U+008D><ed><U+00A0><U+00BD><ed><U+00BB><U+008D><ed><U+00A0><U+00BC><ed><U+00BE><U+0089><ed><U+00A0><U+00BC><ed><U+00BE><U+0089> #WINIT"
"16722","THAT, BUT BOTH ARE SMART, DEPENDS WHERE YOU WIS TO WEAR THEM"
"16723","I prefer THIS sparkling showstopper!
Perfect to complete my day...
Wish to win it! <U+2764>
 #WINIT"
"16724","Love both!!<ed><U+00A0><U+00BD><ed><U+00B8><U+008D> I would pick the lace! #winit Merry Christmas Oasis!!<ed><U+00A0><U+00BC><ed><U+00BE><U+0084><ed><U+00A0><U+00BC><ed><U+00BE><U+0085><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><U+263A><U+FE0F>"
"16725","Ahhh what a tough decision! I'm a lace lover so got to be THAT <3"
"16726","Love this sparkling show stopper. Can't go wrong with black sparkle ! This is gorg #winit #win"
"16727","Lace jumpsuit is gorgeous perfect outfit for new years Eve #WINIT xx"
"16728","THAT Lace jumpsuit - perfect Christmas party outfit!  <3 xx"
"16729","That.. Lovely  lace jumpsuit!
Perfect for New years eve!"
"16730","Oh they're both lovely. But that for me please <U+2764><U+FE0F> #WINIT"
"16731","THAT both lovely though love Oasis clothes won of my favourite shops!! X"
"16732","They are both stunning...but it's THIS for me!!! Fingers crossed #WINIT"
"16733","#WINIT both lovely but would choose the sparkling showstopper"
"16734","#WINIT lace jumpsuit it's the best!"
"16735","#WINIT The lace jumpsuit is stunning and is in my wish list! X"
"16736","That please I don't have a jumpsuit Would love it and make my Christmas thank you #WINIT 
Good luck everyone <ed><U+00A0><U+00BC><ed><U+00BE><U+0084><ed><U+00A0><U+00BC><ed><U+00BE><U+0084><ed><U+00A0><U+00BC><ed><U+00BE><U+0084><ed><U+00A0><U+00BC><ed><U+00BE><U+0084>"
"16737","That lacey jumpsuit, definitely! Love it! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> #WINIT"
"16738","Difficult as like both. Think my wife would go for That. Merry Christmas"
"16739","#WINIT Would love to win 'THIS'. Would be fab to wear at Christmas!"
"16740","Wow I love THAT lace jumpsuit <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> liked & shared! #WINIT"
"16741","THIS That jacket is spot on. And those shoes ... luuuuush ;)"
"16742","Oh decisions I love both but if I had to choose I wud go with the lace top"
"16743","THIS sparking showstopper !! Surely ... It's my bday <ed><U+00A0><U+00BC><ed><U+00BE><U+0089>#winit 
#oasisfashion"
"16744","THAT lovely lace jumpsuit, perfect for Christmas nights out!"
"16745","Oooo the lacy one would be lovely!!
 #WINIT"
"16746","Love love love 'THAT' lace jumpsuit. Would be perfect for xmas as a new mummy xxx"
"16747","#winit love that first one. Endless options with accessories, shoes and bag"
"16748","Arrgh another I can't decide I <U+2764><U+FE0F> both but will go with this lace one hope I #WINIT"
"16749","THIS would be the perfect outfit for Christmas and is more me <ed><U+00A0><U+00BD><ed><U+00B8><U+008A> #WIN"
"16750","THAT! 
It's do gorgeous & I can think of a number of different occasions that I'd love to wear it to"
"16751","THIS sparkling showstopper - simply love it! You have some amazing clothes x"
"16752","THIS sparkling showstopper would love to #winit"
"16753","Love them both but would love the jumpsuit never worn one before #WINIT"
"16754","Both are gorgeous but that all black number is awesome! #winit"
"16755","THIS would be a great day to night look, perfect for the office party! Fingers Crossed!"
"16756","I love THIS. Would be perfect for my Christmas party. I am struggling to find something. #winit"
"16757","This ........bring those Christmas parties on wearing the stunning this jumpsuit"
"16758","#WINIT THAT lace jumpsuit is beautiful , would be great for a party of the Christmas season"
"16759","THIS sparking showstopper great work and cohesive outfit"
"16760","I like the sparkly would I've never worn anything like this but would love to try.x"
"16761","THAT! Loving the jumpsuit! Could add it to my work wardrobe <U+263A><U+FE0F>"
"16762","I'd love THAT ..So classy<ed><U+00A0><U+00BD><ed><U+00B2><U+0095><ed><U+00A0><U+00BD><ed><U+00B2><U+0095> and gorgeous for this festive season #WINIT"
"16763","THAT lovely lace jumpsuit, perfect in time for Christmas :)"
"16764","This is lovely <U+2764>
Yes please...would love to win...fingers crossed..happily liked and shared <U+2714><ed><U+00A0><U+00BC><ed><U+00BE><U+0089><ed><U+00A0><U+00BC><ed><U+00BE><U+0084><ed><U+00A0><U+00BC><ed><U+00BE><U+0085> xx"
"16765","THAT is fabulous! Perfect party outfit, gorgeously classy"
"16766","THIS sparkling showtopper <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D> <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> love This be great for Christmas <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D> #winit"
"16767","lace jumpsuit would be stunning for christmas or new year <U+2764><U+FE0F><U+2764><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B9><U+008A> #WINIT"
"16768","Definitely that lovely lace jumpsuit <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> #win"
"16769","THAT is gorgeous! What a great party piece. Would love to #WINIT"
"16770","I would LOVE to win the lace jumpsuit. Gorgeous <3 #WINIT"
"16771","#WINIT The lace jumpsuit is amazing. I need one in my wardrobe!"
"16772","This is the hardest decision yet, but THAT lace just clinches the deal, hope i #WINIT xx"
"16773","It's THAT for me, would be lovely for Christmas.  Fingers crossed. x"
"16774","THAT lovely lace jumpsuit #WINIT gorgeous and would be lovely for NYE!"
"16775","I would love to win THAT lovely lace jumpsuit. Its absolutely stunning. #WINIT"
"16776","#WINIT love both! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>. I'd be happy to win any of these gorgeous outfits!! <U+2764><U+FE0F><ed><U+00A0><U+00BC><ed><U+00BE><U+0084><ed><U+00A0><U+00BC><ed><U+00BE><U+0089>"
"16777","I love the lace jumpsuit, perfect for Christmas. #WINIT"
"16778","THAT lovely lace jumpsuit and you could #WINIT Thanks for the Giveaway!"
"16779","THAT beautiful jumpsuit. <U+2764><ed><U+00A0><U+00BD><ed><U+00B2><U+009A><ed><U+00A0><U+00BD><ed><U+00B2><U+009B><ed><U+00A0><U+00BD><ed><U+00B2><U+0099><ed><U+00A0><U+00BD><ed><U+00B2><U+009C> Eloise Trett"
"16780","THIS would be great thank you xx"
"16781","THAT lace jumpsuit <ed><U+00A0><U+00BD><ed><U+00B2><U+009C><ed><U+00A0><U+00BD><ed><U+00B2><U+009C><ed><U+00A0><U+00BD><ed><U+00B2><U+009C> so gorgeous!! #winit"
"16782","This - Gorgeous <U+2764><U+FE0F>"
"16783","That lace jumpsuit <U+2661>
#WINIT"
"16784","That is absolutely stunning <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D> fingers crossed"
"16785","THIS sparkling show stopper <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB> #Winit"
"16786","This for me!! Lovely giveaway!!"
"16787","Ooooh THAT lovely Lace jumpsuit is gorgeous!"
"16788","That thanks #WINIT :)"
"16789","The jumpsuit <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>
#winit"
"16790","THIS sparkling showstopper is gorgeous! #WINIT"
"16791","Stunning lace jump suit, my daughter would love it <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"16792","Both but THIS would be my overall choice!!"
"16793","#winit jumpsuit for me but both lovely for christmas!"
"16794","THIS <U+2B50>"
"16795","THIS for me. thanku for the chance to win xx"
"16796","THIS please"
"16797","#win that please. Fingers crossed"
"16798","THIS #WINIT"
"16799","That !!! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>"
"16800","THIS #WINIT"
"16801","THIS!!"
"16802","THIS is just my ideal outfit, gorgeous!  :-)"
"16803","THIS sparkling showstopper"
"16804","THIS ,please! So fab! <U+2764><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B9><U+008F>"
"16805","This sparkling show stopper! Very pretty x"
"16806","That <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>Jump suit <ed><U+00A0><U+00BD><ed><U+00B8><U+008A><ed><U+00A0><U+00BD><ed><U+00B8><U+008A><ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"16807","THAT fingers crossed"
"16808","That! for my other half would be POYFICK !"
"16809","#Winit"
"16810","This please x"
"16811","THAT <U+2764><U+FE0F><ed><U+00A0><U+00BC><ed><U+00BD><U+0080>"
"16812","THAT gorgeous jumpsuit!! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> Would love to #WINIT"
"16813","THAT please"
"16814","That xxx"
"16815","This is stunning x #WINIT"
"16816","THIS <ed><U+00A0><U+00BD><ed><U+00B2><U+0096><ed><U+00A0><U+00BC><ed><U+00BE><U+0084>
Thank you for the chance to win xx"
"16817","Ooooh love this sparkly jumpsuit #winit <U+2744><U+FE0F><ed><U+00A0><U+00BC><ed><U+00BE><U+0084><U+2764><U+FE0F>"
